LC565408.1_||Japan|2020-04,1,0,1,1,1,1,1,1,1,1,1,1
LC565409.1_||Japan|2020-04,1,0,1,1,1,1,1,1,1,1,1,1
LC565410.1_||Japan|2020-04,1,0,1,1,1,1,1,1,1,1,1,1
LC565411.1_||Japan|2020-04,1,0,1,1,1,1,1,1,1,1,1,1
LC565412.1_||Japan|2020-04,1,0,1,1,1,1,1,1,1,1,1,1
LC565413.1_||Japan|2020-04,1,0,1,1,1,1,1,1,1,1,1,1
LC565414.1_||Japan|2020-04,1,0,1,1,1,1,1,1,1,1,1,1
LC567845.1_||Japan|2020-05,1,0,1,1,1,1,1,1,1,1,1,1
LC567846.1_||Japan|2020-05,1,0,1,1,1,1,1,1,1,1,1,1
LC567847.1_||Japan|2020-05,1,0,1,1,1,1,1,1,1,1,1,1
LC567848.1_||Japan|2020-05,1,0,1,1,1,1,1,1,1,1,1,1
LC567849.1_||Japan|2020-05,1,0,1,1,1,1,1,1,1,1,1,1
LC567850.1_||Japan|2020-05,1,0,1,1,1,1,1,1,1,1,1,1
LC567851.1_||Japan|2020-05,1,0,1,1,1,1,1,1,1,1,1,1
LC567852.1_||Japan|2020-05,1,0,1,1,1,1,1,1,1,1,1,1
LC567853.1_||Japan|2020-05,1,0,1,1,1,1,1,1,1,1,1,1
LC567854.1_||Japan|2020-05,1,0,1,1,1,1,1,1,1,1,1,1
LC567855.1_||Japan|2020-05,1,0,1,1,1,1,1,1,1,1,1,1
LC567856.1_||Japan|2020-05,1,0,1,1,1,1,1,1,1,1,1,1
LC567857.1_||Japan|2020-05,1,0,1,1,1,1,1,1,1,1,1,1
LC567858.1_||Japan|2020-05,1,0,1,1,1,1,1,1,1,1,1,1
LC567859.1_||Japan|2020-05,1,0,1,1,1,1,1,1,1,1,1,1
LC572067.1_||Japan|2020-04,1,0,1,1,1,1,1,1,1,1,1,1
LC572068.1_||Japan|2020-05,1,0,1,1,1,1,1,1,1,1,1,1
LC572069.1_||Japan|2020-05,1,0,1,1,1,1,1,1,1,1,1,1
LC572070.1_||Japan|2020-05,1,0,1,1,1,1,1,1,1,1,1,1
LC573289.1_||Japan|2020-06,1,0,1,1,1,1,1,1,1,1,1,1
LC573273.1_||Japan|2020-06,1,0,1,1,1,1,1,1,1,0,1,1
LC573274.1_||Japan|2020-06,1,0,1,1,1,1,1,1,1,1,1,1
LC573275.1_||Japan|2020-06,1,0,1,1,1,1,1,1,1,1,1,1
LC573276.1_||Japan|2020-06,1,0,1,1,1,1,1,1,1,1,1,1
LC573277.1_||Japan|2020-06,1,0,1,1,1,1,1,1,1,1,1,1
LC573278.1_||Japan|2020-06,1,0,1,1,1,1,1,1,1,1,1,1
LC573279.1_||Japan|2020-06,1,0,1,1,1,1,1,1,1,1,1,1
LC573280.1_||Japan|2020-06,1,0,1,1,1,1,1,1,1,1,1,1
LC573281.1_||Japan|2020-06,1,0,1,1,1,1,1,1,1,1,1,1
LC573282.1_||Japan|2020-06,1,0,1,1,1,1,1,1,1,1,1,1
LC573283.1_||Japan|2020-06,1,0,1,1,1,1,1,1,1,1,1,1
LC573284.1_||Japan|2020-06,1,0,1,1,1,1,1,1,1,1,1,1
LC573285.1_||Japan|2020-06,1,0,1,1,1,1,1,1,1,1,1,1
LC573286.1_||Japan|2020-06,1,0,1,1,1,1,1,1,1,1,1,1
